	text	target
800900	@josesosa Ah, typical adolescent boy. It's ok, son. You'll see better days. 	4
800901	Good morning to all followers. I wish you a nice Tuesday and good luck with your business. | Allen Verfolgern einen sonnigen Dienstag.  	4
800902	@dangersqueezit I agree. I have weak enough teeth as is without bleaching away layers after layers.  Oh and Victory! Or death?... 	4
800903	@RepeaterBand I missed the show last Friday! I was so bummed! But I'm excited that you guys will start recording with @ROSS_ROBINSON !! 	4
800904	@DanniAsheOnline Awwww she called me sexy  nice! you rock Danni! you just made my night gurl! muah! I'll give you props anytime! 	4
800905	@nick_carter Your weird. The end. 	4
800906	@NEEFFRESH DON'T TRIP MY TWEEZEY FOR SHEEZEY... I GOTCHU 	4
800907	Had a great lunch with one of my &quot;mums&quot; today, @christineirmler  It's her birthday tomorrow too so I got her a little something	4
800908	@wigsie I do too, but I seemed to have missed this one.   It's a  double feature tonight, On the Waterfront and Casablanca. 	4
800909	i... just belted 'a dark congregation' for no reason. think i got back at my upstairs neighbors for the sound system 	4
800910	@Laura_McAuliffe errrrr oops, i could possibly me mistaken  i didnt know any Aussies follwed me lol.	4
800911	i just finished doing my nails, they are electric blue 	4
800912	GOOD MORNING MY LADYS and Jon lol! 	4
800913	busy @ PPUKM with Dr Yamin..  http://irc.jombuatduit.net	4
800914	Tired as ever! Ready for bed! 	4
800915	@JonathanRKnight Hello there Jonathan! I didn't know you tweet.  Have a good nite	4
800916	@brettbodine I'd email 'em back TMI 	4
800917	WOKE UP 	4
800918	@hiphopnonstoptv  That's a lot of people for sure!	4
800919	@saratoga  thanks for the LP endorsement 	4
800920	@kmacable...you're sweet...yea I'm ok! 	4
800921	im eating a chocolate crakle. i bet you all are jelous. its a mini party 	4
800922	@nimbupani cos it's longer and therefore harder to spat that out? 	4
800923	http://twitpic.com/2y3ln - thank you 	4
800924	@aikabelle LOL yeah at least if you're watching that stuff... Don't tell anybody 	4
800925	@mpconnolly finally someone else tweeting about Nouveau Riche.  #NRU	4
800926	@officialTila I want some steak and milk. 	4
800927	@daNanner Yeah, just finished #castle.  Was pretty good. 	4
800928	@geekmp3 I can, I just have to convince a friend to go with me to sign the paper.   I don't think it's Ultimate or anything fancy, though.	4
800929	im watching stomp the yard  mann i love that movie :]	4
800930	@DrSecret Nice to meet you too buddy 	4
800931	the best way to succeed is to make all the right mistakes 	4
800932	alirght folks! time for bed. catchya tomorrow 	4
800933	cant wait for the hillssssss ! 	4
800934	@Matt8U me too. :] maybe i'll see you there? i mean, its not like there are going to be thousands of people anyways. ha. so stoked. 	4
800935	@nateflynn go to twin peaks &amp; check out the view of SF    don't forget your jackets/hoodies!	4
800936	@mozunk you can do that. just go hover over the tweet in the favorites, then tweet, then favorite. it will unfavorite it. 	4
800937	The train is travelling at a speed that will get me to the gym before work 	4
800938	@rhifreakx yes yes!  btw, when r u at the airport on friday? My plane's like at 5:00	4
800939	brb going to Ireland 	4
800940	Okay, I'm good.  *counts to 10*	4
800941	Late night shower. Refreshing 	4
800942	is feeling a little cold, but very very happy about being back home again 	4
800943	is thinking big v twin 	4
800944	OK bedtime for me...  We made it through another Monday!!!  YAY!!!  Night Tweets!    *poof*	4
800945	@danzero  so... could you spoiler me? 	4
800946	just an hour and 25mins left of work and then jo and i are hitting the gym 	4
800947	goddamn you Danny, i started your video then realize its 11 fucking minutes, I WANNA GO TO BED!!! lol i do love his Video Diaries though! 	4
800948	Good morning dudes! Another day full of sunshine  but classes will take until 4pm :-/ but I don't give a shit. BBQ this eve :-D	4
800949	lol at dion putting eyedrops in his eyes 	4
800950	@rosekimknits Thanks  Now I need to find a real excuse to not splurge on yarn.	4
800951	Good morning everyone! 	4
800952	@xallthatjazzx The very night I watched it, I downloaded it to my laptop and am now very tempted to watch it lawl. 	4
800953	@hiannie Tiger is great, love the voice 	4
800954	@DChetty I feel that way about sleep. What's the point if I am just going to wake up in a few hours anyway! 	4
800955	@mari_chiquitita nice pics from last years festival. How about we plan to meet there next year! 	4
800956	@blueargon I lived the first handful of years of my life in Jacksonville, NC 	4
800957	is home from work 	4
800958	@alix_says, it's just like school except there's even more homework and everyone's a lot nicer (normally) 	4
800959	@Jnez How are the kitties/kiddies? 	4
800960	@ILUVNKOTB he wants u to follow who he follows on twitter. some very nice organizations 	4
800961	@lockbox EC year is nicer and you can stay up til 2am only if you prefer 	4
800962	@tweeterdiva already did! 	4
800963	i drew a cute baby zebra i think he is my favorite so far 	4
800964	http://tinyurl.com/dg82p9  ok this might be in top 5 funny family guy clips 	4
800965	Hamu is on my tour tm!!!! I'm excited 	4
800966	http://twitpic.com/2y3pg Not what I need for my current project, but THIS is ONE FUN &amp; FUNKY FONT! 	4
800967	making dinner with my son 	4
800968	@rachhiiee_ jenny knows i love er. 	4
800969	@McCainBlogette Head over to the nearest Walgreens.  You need ear plugs and beer STAT.  	4
800970	@TissieTC I agree with you!.. @nick_carter doesnt love us as much as @brian_littrell does  ? cuz he comes and visit us at fanclub chat!	4
800971	@ty_fed u asked earlier about waking up....guess what...waking up at 3 am is bullshittery too! Past bedtime night guys! 	4
800972	@Jon_Favreau &quot;never worked on a sequel&quot; Maybe that's what we need to have a sequel live up to the first? Either way, can't wait! 	4
800973	@socalgurl83 LOL nice, thanks for translating 	4
800974	@chanc Can't wait to see you in 4 sleeps and 3 days! 	4
800975	Good morning everyone 	4
800976	@tipsen5537 i should've clarified...why can't everything just work *for me* 	4
800977	@JACATRENICH there ya go silly boy. nice job 	4
800978	@JoeandJesse awesome!!! see you there!! 	4
800979	@lspearmanii @milagro88 @dmf71 @paulmason10538 @mauibeech @gunka @maczter @ThankTank  #Gratitude	4
800980	@Dr_Alli Will Jack EVER die?! He's defied death more times than I can count...dude's got more lives than a cat, lol. 	4
800981	@jonnylawchicago...I appreciate the recs 	4
800982	@davekim volunteer for the hunch beta invite... 	4
800983	@phillyan man ur picture is so small on my phone... I can't tell fropm that...give me a hint 	4
800984	Training course today so just hope to stay awake through it 	4
800985	@IsabellaMCullen Rodneys at Yaletown. May I ask who you are? 	4
800986	@MissGoogle Dubai to Montreal, not a big relocation shock is it ? 	4
800987	YO CONOSCO A SUMMER GLAU !!!!!!!!! SUMMER GLAU IS MY FRIEND 	4
800988	@SinnamonS damn, I guess I'll be up for it afterall...for awhile anyway 	4
800989	@lightinthesky wow. enjoy! 	4
800990	@nicefaceMITCHIE girllllll you know 	4
800991	@lynj65 Thanks for the encouragement! 	4
800992	@vene2ia I know...what a crazy world! 	4
800993	Mmmmmm shower and cozy bed. Soooo nice after this long day 	4
800994	mock + documentary=mockumentary  	4
800995	I have this strange desire to go to confession!!!!! 	4
800996	@i_reporter answer sent in dm. try it 	4
800997	@brooklynunion cuz ur 3pm is my 9am and Id be either asleep or airport- bound...  Ima sneak sum'n special in 4u, tho ;-)	4
800998	@littrellfans Its all good. Just figured you would like to know. 	4
800999	@nicolerichie Yea I remember it 	4
801000	@matt_the_great forget the rest...You need to spend the night in prayer cause your only hope tomorrow is a good dose of grace &amp; mercy! 	4
801001	@mileycyrus  milezzzzzz, you are da best &amp; ur music 2. cant wait 4 da hm movie, it will rock   love ya .	4
801002	Nice run last night in the rain. Nobody about just me and some twittering birds!! Spinning tonight #triathlon training 	4
801003	Mackie Manhattan is in the building 	4
801004	just got TwitterFox.... so excited! 	4
801005	http://www.flashsell.co.cc/parfumeslist.html - Fragrance House offer up to 70 % off ! Amazing 	4
801006	It's a brand new day  Dr. Horrible is AWESOME!!! http://www.hulu.com/watch/28343/dr-horribles-sing-along-blog#s-p1-st-i0	4
801007	ahhhh time to feed the tribe lol chicken casserole with veg yummo 	4
801008	@RobKardashian Rob, Your my fav Kardashian, Please say Hi to me 	4
801009	@hanlly That was a cool blink song. 	4
801010	@ShawnORourke lol tru dat! thanks bro! 	4
801011	I got sunburn today haha. i was outside the wholeee day SKATINGGG 	4
801012	@dmf71 rrrrrr you so very sweet a big hi to you!!!!!!! 	4
801013	@Katnkyeri MAD RESPECT to you! 	4
801014	For everyones clarification I am not on the run from the law or anything I am just having a few quiet months trying not to go out 	4
801015	loves spending time with a newborn... i love you zoe!   so happy you joined us early!	4
801016	@FrankSchuil IRL is way more user friendly in my opinion 	4
801017	@BeadieJay Thanks (twice).  Work start date put back again. Maybe Thursday. Maybe after Easter.	4
801018	@juliaroy you are just a tumbling fool. Love it. 	4
801019	@triplejHack true off to the #startrekmovie world premiere soonish. enjoy talking about supa-fast interwebs with conroy 	4
801020	hehe, I'm such a dork, but I like my hat anyway.  	4
801021	Good morning Twitt-dudes for all around the world 	4
801022	@Staci_Marie I have to go outside to smoke, so I do that all the time. I live next door to a bar so the sounds aren't always soothing lol 	4
801023	@JonathanRKnight Yay...Jon is an activist too!  Wooho...	4
801024	@JoeyLibetta Been better. Sore throat and sniffles today. You well? 	4
801025	done with all preparation... starting revision now..  i have my signals ans systems exam today .. wish me luck people.... 	4
801026	@flamingindigo @natalielim click mouse! hahaha... i dont work with mice. 	4
801027	Thanks to my new followers! 	4
801028	can't wait for ball season to start in 3 weeks!  Getting my ball equipment home this week 	4
801029	@LaBelleMusik I got slumdog millionaire from my netflix today. yeaaaaaa 	4
801030	Fun sight: A biker got sandwiched bettwen two cars in high speed..Did he die?NO! he just stod up with his sigaret still firm in his moth! 	4
801031	Had an interesting, really random day... I'm glad my friends have found it hilarious... keeps me goinig. 	4
801032	@DaveBos its okay ive done it once didnt but Wooo Stayed up longer then expected lol 	4
801033	@dk_emmanuel Solomon was supposed to be wise - but 3000 wives - I'm thinking not 	4
801034	Bad day today just bad but loved seeing sancha again 	4
801035	I wonder what jon thinks when he see's all his tweets, i picture him and jordan busting a nut laughing at us.  oh yeah.. jordan...	4
801036	had a great ending to a great day!  Being brave pays off.  Thank you Jesus-seriously.  Now off to watch the Hills and then bed!	4
801037	Pray for my friend @growline late work...pray it all goes well...with energy from our Lord!!  God is Good! #worldprayer	4
801038	@KesavaReddy  mba is good for learning tools/techniques..but one shouldn't start taking the jargons seriously!	4
801039	@materialBITCH totally real! Theres no way that was faked! Aweosme though  HA	4
801040	taking a shower 	4
801041	@Hail_Mary_Jane They banned me so I can't help you myself, hopefully others will 	4
801042	believes i'm a twitter-whore. (twitterers Anonymous), T.A meetings here i come 	4
801043	@chamillionaire naw naw fuck that son, fuck that, u best respond to every tweet and twit u fuckin get! fuck the studio! fuck your life! 	4
801044	@MiltyKiss what are the theme songs for each, again? All I know is DBSK's Rising Sun is in it! 	4
801045	OK, that was good. Totally grooves with a lot of the mythos in the original. &quot;There are those who believe life here began out there...&quot; 	4
801046	@CuttaC @cocoandbreezy @zillaman @DatBoiBabyC @WRECKAMIC @ and everyone on here reppin Texas and Dallas, Mad Love &lt;3 Good nite y'all 	4
801047	@ColorBakery http://twurl.cc/qs4 Try this page 	4
801048	@camillejaiden I saw that 	4
801049	@JonathanRKnight Don't let the bedbugs bite.   Sweet dreams.	4
801050	@NileyJemiLover Your Welcome Bestie Whats Up Hunz? 	4
801051	done with &quot;The Hills&quot;......have the flu....I think? But I need a smoke. LOL. 	4
801052	@christy8_77 and just when did you arrive? hiya girlie 	4
801053	/nickserv register izon 123456 xxx@gmail.com  re: http://ff.im/1XVdh	4
801054	GOOD NITE EVERBODY I HAD A LONG DAY AND DID A PROJECT NOW IT IS FINALLY TIME TO GET SOME REST PEACE 	4
801055	@marlycat  :o do i have 2 say hey to continue been followed?!  ily 	4
801056	@katayy what do you think of Kelly clarkson? her new album has been pumping through my MP3 player for weeks now 	4
801057	@Prince_P follow me chris!! 	4
801058	@JonathanRKnight Good bless you too! hehe  Hasta pronto!!	4
801059	@nanalipzz89 BabyKnightOwl  I won't call you Trudy if you don't want it lol I am fine why are you in a bad mood sweetheart?	4
801060	@GayTwink just for future reference, since i know you plan to message me hourly, its mykl4 with an L not a 1 	4
801061	I M La Boheme: NSFW hey guys, spread the word! the green party is in town!  ï¿½I...: hey guy.. http://tinyurl.com/dlevo2	4
801062	@thejoe78 sounds like you're enjoying pregnancy 	4
801063	@paulmason10538 Ha-ha, don't you go starting again. I've stopped playing with it now, Mobbler I mean 	4
801064	@NOSSOATELIE Thank you dear! 	4
801065	zombies can be cute... in cupcake form... on a necklace   http://tinyurl.com/djbec4	4
801066	@daydreamer20 Good post. 	4
801067	One more hour for lunch .. its tough to kill time.. particularly when u are supposed to be working 	4
801068	@thecrazyjogger ITC latest changes to the network made me crazy yesterday ! but now it seems to work ok 	4
801069	REALLY heavy rain, at the top of 18flr building  Splendid.	4
801070	At work...only 2 more days to go and then i am off for 7 more days  yay!!!	4
801071	being sexy and really happy 	4
801072	Desk up to ï¿½1.24. I think it'll be a flyer! 	4
801073	@BuzzEdition how have you been susan 	4
801074	My My Book just arrived  It was sitting in a box 10 times its size. Just roll-y poll-ying around.	4
801075	I'm going so good without myspace, msn and stuff 	4
801076	Goodnight 	4
801077	@karanbir Excuse me? 3 yrs ago you were all over Subway's nuts  Indian Restaurant, cuz all these years I still haven't been to one.	4
801078	@stanleytang I agree it is much more productive without Twitter 	4
801079	No much traffic at the vacation time, but the few cars are driving more than crazy. Most germans are very agressive drivers.I miss Canada 	4
801080	Went to Calgary with some of the lads (Gaspar had to sit in the boot  ) to watch the Flames versus LA Kings. Calgary won 4-1. Nice night.	4
801081	Once, I told him a story about ghosts being in my room.. For days, he talked about being very afraid. This kid knows how to heal himself. 	4
801082	I'll sleep well tonight.... If the missus doesn't kick me out for being so late home, that is 	4
801083	anyone who reads my twitter is either very into education or bored le crazy! might throw in some naughty words to spruce my page up tehe 	4
801084	What an awesome day   Boy am I grateful &amp; blessed, and I know it.	4
801085	Progress on the Math Quilt is slow, but steady. Tomorrow I will teach children and finish sewing the Quilt. Then on to my beloved comics 	4
801086	@teleken It's a feat of USB engineering! Makes every day a party.  	4
801087	@mydesire I saw that earlier on Darker Sights/Sounds. I subscribe to that blog in my google reader.  Yummmminesssssss.	4
801088	Back on the 7am train ... Rubbish! Only for 3 days though! 	4
801089	@bustxamovex i love you 	4
801090	@mrskutcher ur awesome 	4
801091	fight fight fight 	4
801092	currently obsessed with John Mayer's rendition of Free Fallin' http://tinyurl.com/cddc7g   	4
801093	@ninjen G'Night, youngster. Rest well. 	4
801094	@adeline_sky  that sounds fantastic! You're amazing! We need to watch some Muse gigs too! Shall we do it Saturday night?	4
801095	It's a sunny day today! This spells sweat hell if I go out for tennis. Overweight and out of shape and I'm about to run around an hour! 	4
801096	@StarChile.....ahhh.....alright. Thanks. Congrat's on your team's win today 	4
801097	@ariherzog Fun stuff!  Night Ari!  I'm sure blip will be there tomorrow! 	4
801098	@janeeTMB thank U so much, you're not late, technically there are 45 mins left in the day since I'm in Cali.  	4
801099	@shilshi older by a few days on twitter! let's see who puts a profile pic first 	4
801100	Just got back after an rough roadtrip to Amsterdam on the motorcycle. Had an excellent time there 	4
801101	@janicerose brody my friend 	4
801102	@cobaltcow that's so true! Thnx man, that means an awful lot to me 	4
801103	God is a faithful God...i said promising and promising it was. Time for bed...so tomorrow may bring another beautiful day  goodnight luvs.	4
801104	BeiiNg NaUgHtY 	4
801105	@mkl4  oops sorry dude, i'll go and get on that.  i'll be looking forward to your tweets 	4
801106	@stylekid  the mint ones are the fall cookies.  The spring ones are the chocolate/vanilla.  I think I can still get some mint ones. 	4
801107	@ilovespots Thank you  I hope the boys wear them this week!	4
801108	@mandyblake  I was just about to X out of here for the night and saw your post, I started laughing!  You are funny!!  	4
801109	@tickvg ooh sounds painful but have a good one 	4
801110	@hellivina You just gotta find something that speaks to you - and dive in.   I help rescued animals - those fuzzy faces make it worthwhile	4
801111	http://twitpic.com/2y3v4 - vote for Gilles Marini on Dancing with the Stars! 	4
801112	@Eeoor - My pleasure! Let me know if you end up subbing, and what 	4
801113	@imbanditspal to each her own, I say!  	4
801114	ok so the twilight book is pretty addicting, chapter 6, now its time for some sleep.. Good Night Tweeps 	4
801115	@katdogs Ya I'm first generation here in the states so my parents and grandparents mainly speak Greek.  Yiayia's are the best! 	4
801116	@shakn if you make samosas regularly 	4
801117	@jentheju don't cry 	4
801118	just signed in 	4
801119	@suitelifeofkell yeah, well, we'll still talk about it, he just wont have any idea  plus i havent even talked ta him bout it yet	4
801120	@DontaStorey Boy stop Pssh!  What you been up to?	4
801121	yay finally  lmao	4
801122	Morning everyone! What a beautiful Day...Yay! 	4
801123	late night mcd's run and back for more homework. ahhh, the life 	4
801124	ok... headed to bed. tomorrow I open shop for freddy and eddy 	4
801125	Mucho research to do today if I want to crack on with 2nd sweet charity auction fic - and I really really do 	4
801126	Went to the Dooce book signing.  Got my book signed.  Made an ass of myself.  But otherwise a good time. 	4
801127	@citrusandcandy because of the movie or the person asking you out? 	4
801128	I really hope im getting better. The nyquil is making me say good night. @marielxo hope you had a good time 	4
801129	@rachhiiee_ im sorry im not a neetball deeeeb.   nah jennys mine  she talks to me on facebook.	4
801130	@ruhanirabin and again this would help  http://technorati.com/tag/barcampkl	4
801131	day 2 is almost over!  i can't wait to eat wade...hehe...	4
801132	@voodooexp2009 i will give my first born to have ghostland observatory at voodoo again 	4
801133	i'm thinking i'm blessed that ive a cmputr &amp; a fireplace on ths cold evening. Feeling content, I shall scuttle on off 2 bd  Nite all	4
801134	there are times when we surprise ourselves by exceeding expectations! and when others notice that.. it surely feels good 	4
801135	Back from camp!! YAY!! What did I miss? 	4
801136	@DaKing240 jealous regaring Godfather II. I hope I will get it next week delivered by Amozon UK. I want this game 	4
801137	@Brajeshwar Wow that's something unique. I wonder how they trace &quot;our&quot; roots 	4
801138	@ad1951 _if you really had something like the exchange w/ @maikwl  in mind beforehand than I admit being utterly and positively surprised 	4
801139	@camillejaiden Dude.  Wow   Now I kind of sort of wished I'd gone, but still ehh.  $35 for 1 band.	4
801140	Work like you don't need money, Love like you've never been hurt, &amp; dance like no one's watching. Good Night Tweethearts! Till tomo... 	4
801141	re-booting my room 	4
801142	@dustyedwards Of course! Have a good one! 	4
801143	Happy Birthday to my little girl Jasmine! She turns three years old today. Throwing her a mini b day party tomorrow with just us. 	4
801144	@DanniAsheOnline I think that would work nicely gurl! go for it! I believe many, many people would sign up! 	4
801145	@rootbeerfloats8 Nah, Gee will reply to me whenever he wishes. His birthday is coming up, so I have something that will make him smile. 	4
801146	@Natlbug22 aww I'm sorry. Yeah, my work life is becoming... Intense... The sunshine is fabulous  missin you...	4
801147	@Monkeymoo2  You probably neded it. thank God that you are O.K. have a Good Day across the pond 	4
801148	@John_Bishop Oh, TWITTER FOLLOWERS! WOOOOO!  	4
801149	@TechBabe I blame ADD... too many things happening for me to focus on catching you haha... ooh look something shiny 	4
801150	@CartBozman don't you worry matey, I'm still around, just trying to juggle podcasting, life, and my Internet life 	4
801151	@DOEZILLA Welcome to my fam 	4
801152	@omg_pichu Oh my, who's fighting? *Randomly punches someone in the face* Am I winning? 	4
801153	@pagankinktress ah yes, I subscribe as well 	4
801154	i went on fb and wasn't bothered to check all my notices. 	4
801155	@xShorty4Lifex lol yes  it does and i like it that way 	4
801156	going to pick up @30comau in a sec its our anniversary today 	4
801157	be the change you wish to see in the world 	4
801158	mireika I love love love dancing with the stars. It is so entertaining and fun. Nothing more sexy than a man who can dance 	4
801159	@natalietran if you're talking Chapel Street then try Borscht Vodka &amp; Tears on corner of Chapel and High St or Globe at 218 Chapel St 	4
801160	New Peter Alexander stuff always goes down well 	4
801161	@ChristianaZhu just joined AIESEC 	4
801162	T @BennyGreenberg Tools of the Road Warrior http://hub.tm/?KXJBQ Pretty Cool - Please Retweet 	4
801163	@kworkman now that wifey works in a wine shop, I must know what my friends are drinking. Make with the details plz 	4
801164	I  just made the most amazing Banana Bread 	4
801165	I'm gonna be up for a while soinma be posting lost of tweets  just for you martha LOL	4
801166	Also getting alpaca and ima walk it 	4
801167	@sydney_holidays Thanks for those 	4
801168	@realchrissystar I'm sure if I saw you I'd think you're way little! 	4
801169	@ErinEven Brb, fedexing my application to you! 	4
801170	@hitwithafish very nice pics! Such a cute family! 	4
801171	@lanaveenker It's not as much as I appreciate the information. Thanks! 	4
801172	...starting today 	4
801173	@DonnieWahlberg Seriously, you are Donfucious!  	4
801174	frosted wheats in milk for my midnight snack 	4
801175	OK all... Off to sleep on my magnetic mattress.  http://bit.ly/hPNrI  G'night all!  Sweet Dreams.   	4
801176	@MrsP_ifurnastee rowr! you bet!  and @cartermorrison is going to bed..but I'm sure she would want to be included as well  LMAO	4
801177	@cameradeath  Well we're glad you're back.  Any pics from Curvy?	4
801178	@Jenn_Brown haha no, i'm going to play some COD 4 now 	4
801179	GuiPulp is open 	4
801180	@jcrillz so's the real Common these days... 	4
801181	@elmardc ok thanks elmar! 	4
801182	@zeet75 Hahaha. ) I'm taking HRIM.  So I think it's only basic math. 	4
801183	Uploading pics from Sunday night out - it was a good night, lots of fun, and I got to know my boyfriend's sister better 	4
801184	@HeavyHand 	4
801185	@nanalipzz89 lol okay than 	4
801186	http://twitpic.com/2y3z2 - need a twit pic asst. Any applicants? 	4
801187	Twidroid installed, lets spam twitter with the g1 google mobile 	4
801188	@ddlovato Bill Beckett And lovato are homies who knew! 	4
801189	@sdownes1972 thx Stu will do! 	4
801190	@AnnekaF Haha, I'm not that silly I'd need another job first. Got more plans into motion for moving overseas now anyhow 	4
801191	yay!!! hcc then sand key &amp; surfing. Big waves!! 	4
801192	pierce surprised me w/ 2 koi fish today! he's the best!!!  did i mention he's remodeling the whole apt?i'm so grateful for him in my life!	4
801193	nite twitterville  workout in the am  -ciao	4
801194	Some amazing news for 5yac!! Im so stoked follow me to see what comes next  be ready	4
801195	watching hairspray, as normal :3 I updated my myspace btw, check it out  [check it lauren ;) lmao]	4
801196	i love my grandma 	4
801197	I'm off to Salsa Dancing lessons!!!  I love it!!!  	4
801198	got a great first verse and chorus goin' i love this song 	4
801199	@TrueGabe yep to the wine, and feijoa sorbet, muffins, chutney etc... we have a large tree  always open to suggestions tho 	4
801200	Skype for iPhone + VoIPover3G, now we can easily make voice calls over 3G or GRPS/EDGE. Cool stuff, thanks to Open Source community 	4
801201	@sherlockjr but you can't be bitter if you stop watching! 	4
801202	@TJ_Sopher damn right - the grill is always open down here 	4
801203	@ravensymone hayy! big fan love your music and your show !! 	4
801204	sitting here watching a lovely young man watch anime on youtube   Sweet  He's so interesting 	4
801205	@ParkRat It's my view, not yours -- yours is the same 	4
801206	@dj_bubble ur welcome  ...yes I have 'Accounting' Exam today	4
801207	@hannahpoulton good morning! you sound very chirpy 	4
801208	@anasalido Hey you! I miss you a lot.. I want a catch up on your life sometime  and thanks lol	4
801209	on my way home from a relaxing weekend  to bad it's back to reality :/	4
801210	Had a great night..really enjoying life  	4
801211	@bella456 Nah! You already gave me that good idea for the strawberry yogurt at Menchie's! 	4
801212	@plasticfuzzies who you goin with timmy!! you know my birthday is on the 19th...so maybe go again then! 	4
801213	@deon - &quot;source shine2&quot;? hahahaha... istilah yang aneh 	4
801214	goodnight 	4
801215	@davemcclure haha! yeah that does sound closer to it 	4
801216	@point_moot You're welcome! scotch_mist was the best thing I ever saw on TV on New Year's Eve. 	4
801217	@ummahfilms bro update your twitter link at youtube, its twitter.com not tweeter.com 	4
801218	@ellie1971 yes, thatï¿½s a good idea!  how late is it at your side of the world?	4
801219	@jazz_nash ahaha im sure it is. lol 	4
801220	Well Twitter, it has been an exciting date for me..  Victorious. I am going to sleep and see you all tomorrow.	4
801221	@smange Oh France instead? That'd be fine by me, too!  Oh I see... Agen. Nice spot?	4
801222	@danthedaddy I love that you &quot;tweeted&quot; Love You, Forever. 	4
801223	@DanniAsheOnline I wholeheartedly agree with you on that one! 	4
801224	@darylsws  Morning  What's up?	4
801225	Life is not fair.. but still good. 	4
801226	Hi, I'm here. I've been on the phone all day long, catching up with calls, making plans, executing strategy. It's been a very good day. 	4
801227	@zoecello Love the &quot;cello cave!&quot; I saw you at Convergence 13 and am glad to find you have a Twitter. Keep on being awesome. 	4
801228	@Vanilla_B ok miss kat williams lol ive done it 	4
801229	@MrPeterAndre 7 pounds is an awesome film 	4
801230	@sarakgee  im not sur ehon, im coming with 2 more people, we have like 10 days. How bout ya'll come ot LA? 	4
801231	that damn house wants 3,000 more than we offered...ugh...may not be too out of reach though 	4
801232	On leave today.. taking care of the baby. He is going to be 8 months old 	4
801233	@yod9 Thanks tons man! Seems to b working  Now I must try it on my internet PC in the studio. Need to get u 2 work on my recording pc! ha!	4
801234	Fitnessdk with Rebecca! Nu kï¿½ï¿½ï¿½ï¿½r vi!! 	4
801235	@marjorayy so then you should blogspot about it  haha	4
801236	im glad you had a good time  i wntd to do something nice for u and we did! what r u up to?	4
801237	Good morning twitters! Tuesday... but like Thursday 	4
801238	@SuperTim hehehe thanks!  I saw it in the store and just couldn't leave without it. I love hats. 	4
801239	@Hedder37 lol. Okay  sounds like a plan.	4
801240	@carlos0312 yeah. At first I thought it was strange too. But I'm not complaining  I'm used to it now. I'll look it up.	4
801241	@djmafia20 wha'ever. i'll plug it into my phone. and see you on the 25th!! 	4
801242	Sitting in Sydney text-skyping my Dad who is in LHR dep lounge on brink of latest holiday adventure. Love the connection. 	4
801243	Off to bed! Night people. 	4
801244	200+ denyhosts emails in the mailbox this morning, perhaps I should put up a message saying the root user has ! in /etc/shadow ? 	4
801245	this week starts - on tuesday... 	4
801246	@JGar4 and @umadamgotlost I'm happy with it! It just wasn't easy in the least! 	4
801247	jumped off the wharf today. in the coldest wind and rain...really cool 	4
801248	Is on butcher's hill for the evening. Going back to the west side in the early morn! Hope some followers find me in the meantime! 	4
801249	Good night and good day twitters! 	4
801250	He feels what I have felt right now, can't sleep and need attention from somebody 	4
801251	Working papers - what the original order called Flying Rolls &amp; we call &quot;Aerodynamic Biscuits&quot;  - also available. http://bit.ly/BsS7b #wbc2	4
801252	In a horrible self fulfilling slump. Experts say they dont exist...wanna bet? Nevermind, I'd lose that too. Taking hiatus for a few days 	4
801253	http://twitpic.com/2y3zs - Kelly Clarkson!! 	4
801254	@QueenZita --Oh make it no be true! Sorry Beanie. Hope you feel better. 	4
801255	Think &quot;Silence of the lambs&quot; - and laugh your ass of   http://twurl.nl/854wcg	4
801256	Francis is feeling emilie autumnal and appears to have got to stevenage at some sort of supraluminal velocity! 	4
801257	@angiem93 well I will just keep on posting pics of my boy for everyone to see    http://twitpic.com/2y436	4
801258	@BostinBloke im very good thanks, just getting ready for work 	4
801259	http://tr.im/imwb &lt;- ?i mï¿½y bay nï¿½n ng?i ch? nï¿½o ?? lï¿½c r?i thï¿½ c? h?i s?ng lï¿½ cao nh?t? 	4
801260	@Hayvock good luck man i hope you get the jop 	4
801261	@lchin jogging while talking about ruby... the new frontier of fitness for the ruby hacker?  seems cool anyway	4
801262	Attempting to leave &amp; cross the Int'l dateline the day before my birthday so I skip it completely this year. I stay at this age again!! 	4
801263	I'm glad jelly beans are in season because I have been craving them 	4
801264	thank you sexxy flower take your time.. happy sleeps and wet dreams.. luv ya babe!!!! 	4
801265	Excited to watch Gossip Girl later! 	4
801266	@Cath_B  No didn't know he was here. Will do now  Is he real though? Lots of fakes about	4
801267	I almost want one. http://bit.ly/T8KBb    maybe 	4
801268	@amandadiva Facebook is such a trip! That's funny. Did you accept her friend request? 	4
801269	Wow @sockington, I was unaware how popular u were/are 292,018 followers! 	4
801270	All the weight lost through healthy eating (slimming world) 	4
801271	Hoping I can get some good sleep tonight... Poor baby, I still feel bad. A nice warm lavender bath made her feel good though  she's tough!	4
801272	Beyonce was much better than Britney. She can sing, for starters! 	4
801273	@ddlovato and that kinda defeats the point of writing them. and if you like em you can follow me, i try to post at least one a day. 	4
801274	Layin it down...wish my HB were here or vice versa. Only 3 days to go baby!!!   Hope u feel better in the A.M. Night fellow tweeters!	4
801275	@leoncitobonito oh! that's cool. the mug came out well. good job. 	4
801276	@najicaloves yeah, as long as there's still tickets! it's free 	4
