	text	target
1361019	@danahanson it's alright. Just focus on the lyrics dude! 	4
1373200	watching sex and the city 	4
944989	Getting Ready for work   19 days work days left and 28 calender days left before my summer vacation	4
881322	@fauxan Thank you    Gotta love IHOP.	4
910228	@cranberryquill. welcome to Twitter!!!    Love you!!!  Can't wait to see you next month  	4
1246194	@maximillian62 He had 2 choices. Give up the SS# or leave. Let's just say he's still here. So I won! 	4
1489929	Haha! The Pirate Party won a seat in Europe! Excellent 	4
1225106	@katyperry aww! that must have been nice 	4
1546087	@tradingnothing mmmmmm...yummy! can i have some? 	4
987855	@Toumal Cheers orca! I'm mighty grinny right now 	4
1541435	@jupitusphillip Have you got a triangle yet? Ting Ting 	4
1593585	@pcornqueen Why should you ring the bell ? Have you lost your key again ? 	4
1451324	@carlyluvsunited Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 	4
1473195	Heading to the pool for the third straight day  I heart summer!	4
866024	oh my gosh, im so..  we'll talk tater!!	4
882045	I just figured out how to schedule my blog to publish in the future. Finally! I feel so 2.0! 	4
1215045	@thekleinebeer Betul juga. Tapi kan dalam proses.. Not until I'm crucified and raised on the third day. 	4
942271	Just booked a Sunday ticket to Krabi. Beautiful beach, British babe, here I come! Life is good  #LIP	4
1001639	@LstInTheSeeThru Hey Bobbi! 	4
1375073	@beth1961 Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 	4
1387256	So now Jay-Z has declared &quot;Death Of Autotune&quot;- http://tinyurl.com/ljr3tp does that mean people are going to have to sing properly? 	4
1470442	time to sleep! and sleep in too... my new curtains block out all the day of light... 	4
1388374	@thehivemind looking forward to your write-up with much patience. really appreciate your work. keep it up baby! 	4
1056962	@kensington_m5t Thanks for the heads-up! Pedestrian Sundays are one of my favourite parts of summer 	4
1442387	WHY IS THIS HAD CREAM SO GOOD?! Anyway, i'm watching star wars: clone wars 	4
1183093	Damn, I just had a deathmatch with a mosquito in the shower. Things were thrown, curtains tore own, but I got him in the end with a towel 	4
1036372	bout to go to bed,exams in the morning wich i know im gonna fail,then packin my stuff for the move 	4
883893	@carmitush Oh, Jesus. THOSE kind of customers.... Woof. Don't get me started. (And thanks for the comment on the site  )	4
1043489	@deloreancowboy  I wish I could take the credit for that post but I just RETweeted it from @halsparks  	4
1349875	is out, like shout... gotta love &quot;half-day&quot; Fridays! 	4
1255616	@stephorton what?? 	4
1387898	is now tweeting too... 	4
862807	Going to sleep, the concert was fun 	4
1057910	@_spell thank you @_spell. I think it is fuchsia. 	4
820126	@markhoppus http://twitpic.com/3jmtz - Ha, I got orange laces for my new shoes too  go us	4
1463676	Getting domestic duties done early to enjoy the day! Gym/Hand Ball leeeeets go 	4
1284614	first day of being sober... 	4
1449664	reached 5000 	4
1108867	1 month, 3 weeks, 18 more school days, and 20 more days till school is out and summer is in  updating till iits officially summer  haha!	4
1416486	My game just came... .I am STOKED!!! Yay! 	4
1295077	@THEwishingKid thank you! 	4
1040337	Playing Rhythm Heaven. This game is so addictive. I need another addictive game with catchy music like this. Thanks TSUNKU! 	4
1362754	@BrianKurth Hey, that would be a fun train ride...all aboard!  	4
1485390	@taylorphinney Is it the wedding or after? I had a small wedding and it was awesome. 0 people attended. 	4
1468369	@DisneyDean &quot;yay - 1 away from 1800 followers&quot; Congrats! That's only 100x more than I have at the moment 	4
1117746	is eating supper haha 	4
815638	Toddler tip: Save all your jar lids. Million different ways for them to play with those lovely, jingly things. 	4
898724	@strangelypink can i plz borrow ur purple frog hoody? 	4
1049039	There's only 1 girl in the world that manages to make me hate my own life. gawh, it's kinda sad 	4
1444303	note to self: get everyone i kno to join twitter 	4
1388528	@cucchiaio  Good Morning Cucchiaio! Day here in B hasn't decided if it wants to be dismal or nice, either.	4
822302	@CountWiggles You could always watch NASCAR from Phoenix on your local Fox.channel 	4
1515896	is finally done with most of her work and is now watching Coraline 	4
882358	@chelsha oh wow picking out wedding bands and stuff...sounds like fun  congrats to her.	4
1188206	@dougewhite Hee. Freckles fix everything. 	4
1373858	@gnimsh Oh got it. I was think of the commercial with the butt dialing. Hey Butt! 	4
1451422	@yayitsalma im wide awake too! 	4
1192113	@Hiitman I'm so glad to hear ya say that. I was going to take the day off, so happy I didn't! 	4
1008657	@sammy_boy fingers crossed it buckets it down before you get their 	4
1140053	@youngbroad anytime babe. I'm glad that u were able to find joy even in this !! 	4
1063963	@Paul_Hartrick Heya, thanks for the follow 	4
974773	@averysmallwish aww, no problem 	4
1484193	@buckhollywood Happy Birtday! U may be 34 but u still look like 24 	4
1098204	is outside in the garden on her laptop - love wi-fi   though going shopping soon and sunbed 	4
1413625	Warm Thank you for #followfriday luv!! Hope u all have a great weekend!  @JonHardesty @diannhaistart @mulears @postalguarelas @Art_News	4
900450	http://twitpic.com/4j99z - a gift from my boyfriend... this little guy keeps me company at night 	4
947424	i heard ppl like my tweets cus there crazy! &amp; u like to read them! 0 thanxx 	4
1462353	@beckwaite yep 10am Spoon at Paddo tomorrow 	4
806425	DCU SU elections today 	4
1149648	I won't lose these words. I'll write them all down for you. 	4
1502609	@jecca01 you're watching it right now too? LOL yeah this game is ecstatic! 	4
1079782	i think spencer and jon are great singers, so they should have solos on the new record. 	4
1572758	@Jenehhh Ok, sounds good! And nice new avie! 	4
1169198	dance recital was fun last night. do it again today     talking to mom-mom on the phone, lol, merm-merm. haha	4
1203451	@ddlovato your concert in brazil rocked! congratulations 	4
1449014	changed my profile today  and added some new sites to my directory	4
1105753	@MrChInBsC 6 more months time is ticking  homie!	4
1207186	@RPattzFanGr yep, it's the official 	4
1406729	@tommcfly so you're here now, answer me pleeeeeeeease, love ya hahah  xoxo	4
1593068	@nicoleremonde iv taken business orientated subjects 	4
1141338	Worked alllll day....didn't turn out to be as bad as I thought!  Last night was a good night! ;) Tonight's the night to just chillll 	4
1413899	Touchdown in LAX.  Almost home 	4
1049706	@futurehensley i can't wait to see what you already have! i'm freaking excited 	4
807127	@ameir thanks love  you can support nc state since youre an alum and abbu taught there.  but not duke.  i'll stop cooking for you.	4
1254670	@cliffysmom You're selling a watercolor painted by your horse on eBay? You are enterprising. 	4
856827	@helenthornber &quot;what a wonderful world it would be&quot;. You seem upbeat and optimistic...my guess is you'll find a way to keep ur smile. 	4
862229	@adent kdyz me tweety bavi, sleduju. #procsledovat --- (ceduli No loitering bych fakt CHTELA!! 	4
1295851	http://twitpic.com/6gq1b - Gooood Mornin! 	4
1097085	Right, I'm Off To Town To Do Some Shopping! BBL 	4
1009062	if celebrities were ordinary people  http://tinyurl.com/d4jo6c Amy Winehouse looks better LOL 	4
1049679	@GetMePleasure  Mind you the way some play COD4 online it could be seen as being Lemmings with guns heehee	4
1190047	chillin. Valeria just left. finally on the comp 	4
1369953	I am having an awesome night!   	4
1409936	@BuckMarleyXXX Happy 21st birthday! 	4
836875	At the barn n Strauss is first one out  http://twitpic.com/3lklb	4
1008615	@manuscrypts hehe yeah seen this! There are so many!  @nikhilnarayanan also knows. Pulli twitter-il maanyan chamayukayanu.	4
883725	Beautiful Sunday morning to all!!! 	4
1484837	@jakesonaplane ha yup  its gonna be a good day	4
991485	just made french toast! it was yummy 	4
1344841	@TheHouseofMouse I know what you mean - part of me wants to return to a country where talking to a stranger is easy 	4
1579076	@georgettedeemer @lorenarthur It was great seeing you at home! Keep in touch! See you on Twitter 	4
1575901	im sitting outside wallyworld on my lunch break testing my cell internet 	4
1364724	@edwardboches And glad to be there  Thanks!	4
858738	@ChicyCreations I applaud the attempt 	4
1598636	@Leigh_Royals Thank you!! 	4
1475598	http://twitpic.com/6u4cx - The prof with his art award he received yesterday.  So happy &amp; proud of my big brother!	4
1144674	made sushi today for dinner, followed by an awesome a capella performance by @zachploskey, then hopefully bowling! 	4
903971	yay my research paper is finally 4 and a half pages&lt;3 not going on bus was not bad after all 	4
1330387	@LaChatNoir Wow! Pro? V exciting, best of luck  We're doing Crave by Sarah Kane - really looking forward to it.	4
950138	@Janetrigs Hey!! I thought maybe u fell into a hole.  	4
1109005	@GautamGhosh    Anyway I will keep away from this now .	4
1479085	I need to work on my take home final today. Once I finish, I'm officially done with school 	4
1483059	@ruuddewildnl jason donovan. too many broken hearts 	4
1140091	@danilussiah if I were president I would make it happen!!! Haha 	4
1332973	@jackreichert Send it to me NOW 	4
1136687	@kyle_schneider you're surrounded by me every weekend! that should be enough 	4
1247918	@djddouble send me your email and I will  send ya a list 	4
1309669	Goodnight tweeties...long day tomorrow...Ugh!!  P.S. what color shouldn't you wear as a sponsor in confirmation? Need some input 	4
1382537	@LizUK Morning, lady. All excited? Am just heading off to train station. See you there. 	4
974332	@bryanrh you love it. 	4
834215	mmm I get to eat in a few hours 	4
1241431	Melon and wine in the sunshine 	4
1027034	@alexgood @elle_michelle, I'm pretty sure it wasn't FOR seeing her last week...it was a wedding present. Still - love your grandma 	4
1480181	love my baby. driving down the 401 with the windows down in wills m5 holding his hand. this is perfection 	4
1145956	in colombia. watchin spiderman 3 with my daddy. yes im daddys lil girl. 	4
821714	Dunkin donuts coffe with extra cream! 	4
957477	At work.... I hope you have a wonderful day 	4
1387141	went out for papers, aygaz car passing through the streets (selling gas tanks). i love the aygaz tune, couldn't find it online, sorry 	4
1590513	@gayadesign Happy Birthday to you! (I'd sing but I don't think you'd hear me from way over there.) 	4
920317	Say : Hi ! 	4
974733	loved this weekend  almost monday -.-	4
1328423	Have coffee, had neighbour girl knock on door asking for walk to school, have pile of yardsale stuff to sort when I get home, have Rome. 	4
1557949	Din din and movies!! 	4
1224381	@kamal got some from @sausheong when I met him at unconf recently in SG. beautiful stickers, I must say 	4
1173741	still working on new songs 	4
1453660	Forgot how crazy Old Town is getting these days. Had some crazy adventures with @ecosphericblog for @MadameTwit's birthday 	4
1512361	@marymagdalan You're welcome! I really liked it! And, as soon as I get a little extra money I may just find myself ordering your CD! 	4
1351876	is watching tv with the family 	4
1165320	11 days 'til Twilight DVD 	4
1088127	proof that ur a hampshire student: having a hr conversation with @vibhunorby beginning with money &amp; power but ends with love &amp; happiness. 	4
1223823	@TribeBuilder We host these monthly so it might confuse people if you use the same hashtag. 	4
1395102	@dptmn200  deepthi elli ennu artha agthilla  dis is weird 	4
941823	@donnahoffman no problem at all for the #followfriday 	4
911129	@Tigerfluff who cares its hockey 	4
1402792	@Dojie coz you missed lunch other day.lol 	4
812563	@Bagstheboss ur in my hood 	4
1334124	@DCBadger why, yes i do. an excellent call 	4
931052	I just found out that my friends Nishae and Brooke are going to be going to GRAD NIGHT the same day!  [KG]	4
1134793	@anita1216 I hate that everytime your there I'm here.. Haha &amp; when your here I'm there.. Grr.. Wish I could be at the game w you girls!! 	4
1235779	I love when we get thunder storms so early in the day 	4
1443231	@trishababycakes Oh okay. 	4
1351158	@sanbeiji usually, two teachers 	4
1240139	@EmilyyBrowningg vanessa said you dont have a twitter 	4
919893	@AkashaTheKitty I've read about those. They're cool. You should definitely get one 	4
1208722	@iamdaGREAT1 i love ur main pic on myspace wit you biting ur lip...but i didnt know if i should comment it! LOL  	4
1574302	@neoyun HAVE FUN? omg.  go and get all the pinkishh stuff there 	4
1035966	Lmfao! Skylar is funny  She loves hispanic men! She is mexican at heart (even though she is one of the whitest girls I know) (=	4
968283	@johnandkiras you should come to the Solana Beach (San Diego CA) farmers mkt. I'm being selfish, but for sure you would be very popular! 	4
1320209	@katyperry : Hi Katy. Have a nice day my Dear. Love from Your Dearest Potaote 	4
1280289	SHOPPING TIME  time for a walk around the streets of nottingham	4
1018292	working outside with my mbp, not so bad for a day &quot;at work&quot; 	4
1573936	@Pale_Jewel Thank you for the email  It was very useful. I might use it. It's more concise. Thanks 	4
1398933	@Gailporter thats nice of her! 	4
932918	FINALLY i found my fake-pod some old tunes on this bad boy from when we jammed in the shed 	4
1468734	@YvetteObeney yeah; well done Jenson 	4
1450738	@LBCIslander  yuppers I do 	4
871989	@Ashiro still a novice! graded for yellow the other day but was my first grading so chuffed  yourself?	4
889622	@jeffreymfoster Congratulations guys 	4
1351616	@clarasdiary sure will  wuu2? xxx	4
1380533	@officialitm follow In The Moment on Twitter. there amazing 	4
1311957	Soo exhusted! surprised my pretty boy last night  just got back home.. VADI ARA traffic sucks!	4
1146720	http://twitpic.com/6be8w - What do you thin about this photo?, let me know here in twitter, this is the real one 	4
879972	@lilmomz Aww.... I could help you sometime!!  No worries, I fail at writing too sometimes, darn repetition errors.	4
931442	#Hamlet2 A slow start but then it definitely takes your balls and just twists them, in a good S&amp;M kind of way  Blog! http://tiny.cc/z7ebS	4
1528371	@artemisrex Happy Birthday tiger. Hope you have an amazing day. 	4
1162500	@JoeGarde Ah what can u do? Insult is being added to injury by twitter rumblings of BBQ food poisoning  and possibly too many beers	4
1278752	My plans are starting to fall into place 	4
1221135	@playedoursong its deffinitly not hot here  in australia	4
1496809	@ayeesarah that movie is goooooood. 	4
1262352	made own recipe for chicken-pork adobo. wondering how it will come out tonight. update tomorrow after my colleagues have a taste of it. 	4
1091273	What are YOU thinking about? 	4
1437699	@colleencoover Eh, someone did it for her, and meanwhile you still have your other, better superpowers 	4
988047	@lorenmary @lorenmary The obvious question is what is it about your underwear that is attracting the ants? 	4
914752	(@MauiPixie) Gonna watch JT on SNL tonight - not a fan of his music but think he's hilarious! 'Jizz in my Pants' - WAY too funny  	4
1505093	hey guys, check out @tiffisgreat for some nice tunes 	4
1547162	@realmfox Hi Megan, just saw an article in a newspaper that you wouldn't rule out dating a british guy. Good choice, we're not all bad  x	4
1334218	The weather is nice again  tomorrow will be so good, Emma will be brilliant, then we will all have a drink to celebrate, OUI ? 	4
1274880	@BrittonBillik how muuuchhh for your mac book 	4
1101583	Just got up 	4
1000471	bonjour  ?  #30secondstomars #jaredleto #ShannonLeto ?	4
1547562	A bit of Madness never fails to cheer me up 	4
877585	missing some people! going visiting tomorrow  congrats miss vick prom queen ~	4
1316238	Hi, this is our first twitter message, just testing 	4
861230	finished my twitter promo! although it wasn't as great as i hoped it would be, it's still pretty cool. screenshots on my blog coming soon 	4
1514181	Stop being dumb. I love you. 	4
1245733	Photo: I rest my case thoseareturkeys: Hey afghani - oh, so very close to serendipity this post is.Â   http://tumblr.com/xtn1xandm	4
1059895	is hanging in there.  	4
876260	out to lunch with Aly then working out/yoga.. wooo 	4
1513631	@ann_mich you two may be my new favourite people on the internet. 	4
1024795	@DENISE_RICHARDS &amp; we can not wait for it to start love the show 	4
1208167	@SherriEShepherd I saw him on the show you glow when you are with him lol  	4
1472160	@cherrybumbum Me 2! Next 1 will be 'Deichbrand' with ASP &amp; Eisbrecher &amp; much more in July for me  Enjoy Urs &lt;3	4
1464756	@terricherry oooh! shopping! doing well! can't wait to have some bfast 	4
1593372	@TechieGadgetGuy Your Welcome TGG 	4
1058052	@ItsBashy Shout Out Toma And Her Mother  lool Interviews BIG!	4
883285	@DaveBartlett1 my daughter is nearly 18, we get a lot of LOL too. Small smiles appear to be  or :p	4
1211376	@aaliyahlove69 I bought rlly cute polka dot nightie sets that we can hopefully use for our shoot! It's in pink/pink and black/pink 	4
973703	@nchabra dude, what an experience you are describing 	4
1005137	@leicjia : yey! im ur first follower! hahahaha 	4
1061757	Sitting by a pool watching old people swim&amp; drinking a strawberry.. Thing... With whipped cream 	4
1000752	@MickyFin Hi Micky, did you sort out your white n97 yesterday 	4
889424	Becoming a new Videotron client  No more &quot;Bell Hell&quot;!	4
912729	My sister graduated today  it was amazing and super emotional. Wow ...	4
923876	Cutler is wishing his mommy a pawful purrfect mother's day  http://apps.facebook.com/catbook/profile/view/853573	4
1077919	@shanedawson wat movie??? 	4
922871	@alysonstonerAS http://twitpic.com/3uxoh - watermelon yoghurt? what the heck? haha 	4
1413205	is looking at big hunk of jake man home from the beach with a nice tan and all! he thinks he's so cool... 	4
869856	@Jason_Manford We have ones that light up straight away; can find out what kind they are if you like? 	4
1457476	@manheadd ahhaaaa I need to finish my essay in a minute!!  our day was alright... We were raving to the saturdays on the bus back pahaha	4
1218764	Today, I will be happy, eat right, drink my water..(darn..it) go for a walk with my mom, and kids. Make at least 1 real estate Contact 	4
1325891	@jeffmello I am because I have been at work since 5:30 and will be here until 18:00. I need either caffeine or reinforcements 	4
942275	@mileycyrus http://twitpic.com/54a51 - haha very nice pic miley (L)_(L) pretty like ever 	4
1305283	can't wait for new moon! 	4
1096953	@TheKellanLutz god!  you're such a nice guy. would love to walk with you x( only for a few meters  hugs. thanks for being so funny ;D	4
1459631	@UndressJess and a very pretty mugshot too 	4
1250606	@yeahNatalie just cause youre a hooker 	4
954350	@AffiliateSwami went to bed later than normal because of Eurovision - had a knock on effect lol 	4
1027033	bed time 	4
1134645	is going to 500 updates today 	4
1545552	#musicmonday Maybe old news, but Matt &amp; Kim make delicious fun-sized song nuggets. PS., Patrick Wolf in 6 days 	4
803486	Looking forward to tonight  Over to Evie Stevie's for dinner and a movie with Psquared and Kasi. YaY!	4
1484102	Favorite ride: Space mountain! Love it. Love the view, the ride, and how you feel. Something I can ride forever and love still 	4
1078656	Hey Stick... Are You Getting My Updates???? 	4
1042063	@findchris good news, I wrote it for you.  http://bit.ly/Vo09x	4
1505458	GoGoGo... move up by 3  86. opera.com	4
1054994	i look prettier than the weather today 	4
1243734	@beckyhope yayy thank you 	4
1394557	On the plane. Six hours away from cali! 	4
1302560	Watching Gamespots Top Games of E3  http://bit.ly/ehB1r	4
1094098	Reading: &quot;Denis Goria is in TOKYO  | MySpace.com&quot; ( http://bit.ly/Sj8Ss  )	4
1011430	trying to revise history.....anndd failing. Tbh Hitler was a faggot. end of. theres no more to it really 	4
1082714	@dannygokey start a protest...throw cheese at them 	4
1451279	@RICO618 yup I am at it again hahhahahahaha need my morning fun ya know 	4
1529595	eating chocolate.. umm. brownies? whatever. i dunno what's this. haha! 	4
1175314	@mayaxlovee are you going to let me copy the study guide 	4
1479905	100 monkeys tn..aphy wants to munch on ribs..im not sure how i feel about that 	4
1069162	@sunmess hahaha... okay, let's do it.  anyway it's better for OUR karma. ;)	4
1067054	REP'09 (L) fcking amazing. love you all! and good luck to all them grads, you all are getting far for sure 	4
1137391	Trainin' ta.marr for chickfillaaaaaa . Yes finally gettin' paid 	4
951468	@kayenchante whoops double-sent. that's great  can't wait 	4
1183955	laying around and being lazy all day... i love sundays 	4
865307	Working on megatron assignment + drinking hot chocolate (made with Green + Blacks Maya Gold Dark Chocolate)....mmMMmm. Happy B'day Vorn 	4
1487837	I'm the one not watching the apprentice 	4
1367437	@megancours we got it.  I'll tell you how it runs later.  Go to http://tinyurl.com/mh78u to see if it'll work on your computer 	4
1264308	@MCRIsAPleasure  do it! 	4
1517317	going to bball b back later 	4
1518086	wtb strat/scholo runs  pst price lol  off to bed now.	4
1336522	@Shontelle_Layne heyy! wazzup??? 	4
993646	just wants to warn my friends and coworkers. I am tired and cranky. If I am not drinking coffee when you see me.....keep on walkin' 	4
1066455	@DowntownRob you're the king of scoring free eats!  must be karma from always sharing your space 	4
1009052	@CruciFire @anaggh @Anujaah @krist0ph3r so I'm a twangel eh? I gladly accept!  @realin ill take the jaljeera now	4
1413981	is all about French stuff today: art, poems, coffee, bread, fries, dressing, being rude... 	4
1593483	@Justfred1 I'm from Australia  I started a hip-hop/R&amp;B magazine IN Australia, not about Australia.	4
1423555	I'm on a boat 	4
1280028	@Engine58Dan not drunk just a boring day at work  	4
1495742	Whoop! Just had a sale on ebay, not a big one, but it's something. Been terribly slow for weeks now, hope this is a trend 	4
1229207	@c2d_fourth Hey you! 	4
1131723	Mmm Milkshake!!! Strawberry... Mmmm Milkshake! Mmmm Strawberry 	4
892520	@thisisnotsammie thanks!!! it was  lot more fun to run a half-marathon than i expected 	4
1519760	ooooh, I got three #followfriday tags last Friday, that's where the stupendous amount of (5) new followers came from! Thanks guys 	4
1292672	Ok, up early to exercise!  #fb	4
1589557	@dbast @nickcharney the scheme we have now isn't perfect, but perfect solutions usually cost too much in time and money 	4
1199499	working on an essay, good day today, great night las night 	4
1046298	Oh no, missed a CC tweet  Work sucks!!!	4
1596709	Just got the internet back up after it broke last night! Oh how I missed you Twiiter.  	4
1569312	@WeaponUnleashed I wrote back to your email. It was a long one lol  http://tinyurl.com/dl6csz	4
1473209	@kimkaralekas love the comment there. &quot;they have gone to another industry to screw it up&quot; might be a good idea to see where they are now 	4
1366107	@eringetawesome  thanks	4
1343270	had a GREAT time at the OC SmugMug meeting tonight.  Got to meet lots of photographers, including one of my favorites! 	4
821064	@Jonasbrothers i cant wait until you guys come for the MMVA's ANNND, the world tour, i cant wait to give you guys my letter  &lt;3	4
1108677	@bobbyllew That's priceless. 	4
809893	@RealtorMcVey  I love this thing called twitter dont you? Have a great Tues 	4
1199362	@shortylo13 thanks lady! ... thats the only thing im lookin forward to is gettin this money! 	4
1215657	Yay, my teas from @adagioteas arrived  (via http://ff.im/3sglm)	4
1548998	@angelaxjonas last night to watch true blood.  ahh yes it is! 	4
1384192	@CreateSpace Good You joined twitter, I have been sending many authors to createspace from here 	4
1270208	@rebelbrown looking 4ward to tweeting when it's not so late 	4
1402391	Ashtons was really good! Finally got a chance to try it, and I must say it's a real deal for what you pay 	4
802632	Morning All.  Reading the Secret and it Works 	4
887191	more Jersey.. Bamboozle Day 2 with the crew. XOXO to them..NO DOUBT TODAY!!! 	4
1086527	@randywalters re: axefx &amp; guitar fever. Great news and congrats. Just got in from wedding gig. Guitars sounded great of course. 	4
930446	@dougiemcfly Have a nice dream Dougie  Keep in touch &lt;33333333	4
1448341	Not gunna totally ragg but like how i could make a picture in my mind while Josh Graban sang..,deff good talent 	4
1288704	@Emiug Polycrunch + then import into a game engine tbh. lol. I love starwars 	4
1262986	It's a Mayer kind of night. Amazing the memories listening to his music bring back. Makes me happy. 	4
1455695	The power's been off for like a few hours and now, I'm back! 	4
1319111	@Abellamiento that happens to me too)) but mostly with the computer 	4
1326114	@MyGreenSide Good Morning Wendy .. Thanks Luv ...   How are you doing?	4
1556332	@Lihis lol its 10am. and your welcome 	4
1295299	@fajlovesyou Woooohooo okay done! 	4
1158224	good morning everone. hope you guys have good mood.  oh yeah and #chesterday	4
1565161	@ypatras Why thank you 	4
1175053	@cwtsh Caaaat can we have a WWOD please?  when you've got a spare moment!	4
1338436	Excited to go to the Eyebeam Digital Museum now. New technologies, experimentations and media arts galore   http://eyebeam.org/	4
1495603	@NicoleVSanchez hi yes I had pacakes  and went to avery good funny movie called Hangover Sounds like you are having a nice day too l8r	4
1190741	@EclecticPhoto what's wrong with you. 	4
1260410	Oh yess! Working out 	4
1277675	@MouseGoesSqueak some #clothdiapers and accessories ARE made out of hemp 	4
1019251	@djmarquis getting that morning inspiration in huh? I ain't mad  have a good one	4
1094870	is happy its sunny today. Off to town in a bit then a BBQ tonight 	4
1470150	Well,jesus is clean 	4
1341006	@Muxu1  ofcourse!!! When are you coming back to the US?	4
1243965	Guess what guys!! I GOT GREEN DAY TICKETS! 	4
1499528	is off to Colorado Springs for college for 3 days. Hit me upp  ^^^^ text it.	4
1023930	http://bit.ly/14kvRb  such a beautiful song. 	4
1403720	@mileycyrus if u reply to me u would make me the happiest person in the world 4 the rest of my life i luv u 	4
1588126	@MelissaMcQuade Hey Names Charlene. I see yoiu live in NY and like ashley. i love getting to know new people. comment back 	4
1123854	Me: My agedashi tofu.  Josh: What's it called? Nakadashi tofu? Me: ...... Josh: Creampie tofu. :p Me: *gets phone out*	4
1494636	@nwmtngal - Happy Sunday to U!  That shot of the peonies was stellar!!!!!!!!! 	4
1481623	@diodesign Newspapers have had to do it for years.  It's increasingly overdue on here. Not worried about what is true; just what is false.	4
1031313	@lisisilveira  indeed i will ! thank you 	4
1567299	@Jodie_Chan it's just a song 	4
1288572	@streetforce1 Hmmm... sounds like you won't be BOWLING today! 	4
1069089	watchin rocky IV with ty and steve at the new place 	4
911986	wishes all you moms a happy &amp; blessed Mother's Day!  	4
869223	@lifeisamusical Oh My Gosh!! LOVE the Moody Blues... have found the &quot;lost chord&quot; several times... 	4
1124954	hello folks! sorry haven't twittered the last few days, just been getting ready for prom which was fabbb  BGT results soon!!	4
1161471	@Fishoutofsea Idk what you're talking about. Some #magicshit? Lmao thanx for the znooze wishes! 	4
862232	Just getting in from the most Massive Motersports Mini 50th anniversary event at Nikki Marina. I Love Mini's. Love to Alissha &amp; Victor 	4
1022019	@seaneeboy Hey, I can't think of a task that will earn you more points than grouting! You should be heavily in credit by Tuesday 	4
1195678	@ChrisyKrueger i keep thinking of good smells and cute aprons.  	4
1390378	@xJLJTx this is weirdddddddddddddddddddddddddddd. 	4
1477994	@RupturedDuck Aching is fading away, more the twisted ankle is annoying, so feet up and V8 Supercars for me this evening 	4
837985	made the cricket team for next Sunday's match, yeah! 	4
1383900	Just finished playing CS Source on a LAN (network cafe) with 5 friends. Ahh..  the good old days 	4
1451555	@iJanette, tell mona to look at my 2nd last tweet to alex gaskarth then read his latest tweet after that  eeee!	4
1262703	damn, Prom was pretty bomb. 	4
933803	@DonnieWahlberg Txting is great. Look forward to receiving your msgs. Follow me pls so I can get a shout out from u. 	4
1266263	chemistry is conquered!!!! 	4
1053513	Day went from mostly crappy to pretty fabulous - all in the span of my half hour lunch!! FTW 	4
1451222	I'm staying in afterall. 	4
1081165	cici comes home from kenya in 17 hours!!!!! 	4
1411139	OMGASH. I LOST 5 POUNDS AFTER GYM THIS WEEK 	4
1437692	@emilyschulz I knew you'd fall eventually. 	4
1074210	At home....I bought more plants....eddie is gonna kill me....oh well 	4
1051374	@AmandaFClark it is when you add the hammock 	4
1199158	@musicmuch hahahaha, nope, but I would totally have some cheesecake and some pickles   Maybe My taste buds are pregnant, haha ;)	4
1228697	Just returned the 24-70 lens. One day I'll own one of my own. 	4
948740	@mollyrazor thank you that's just what I needed 	4
866453	IDIOTat)sigenual   Hey, th*nks for the follow  (SyedArshad) #IDIOT	4
1155469	@natalidelconte mistakes u make when you work too hard, will glad cover it for you and let you chill in Sf with the folks 	4
1238784	http://twitpic.com/6eshj - With my lil niece 	4
984397	yay new rooney vlog on youtube. 	4
1454649	Thanks for following me on Twitter.  Please check out what I am currently up to on my blog at http://e-business-club.co.cc/blog	4
916853	@Hyperopia Hi Ok i hope its head comes out of the clouds for you&gt; i love Meadowbank shopping center 	4
1457613	@skipnitsy: hey thanks for the FF!  	4
1598535	@chicklitter @wdprescott The stain on my couch per my post last night. 	4
1080780	@fashionbitch if she's giving any away you can have all of the non-radio ones. 	4
889266	@OfficialAshleyG Ashley, your amazing  omg, hows everythinggg? i can't wait for newmoon!	4
1328208	@everthilhorst ARA? 	4
874650	Time to disconnect  fantastic dinner waiting with great friends...cant get enough of that!	4
1214695	I'm tweetwalking now, what's next? That's got to be better than @ix9's made up word 	4
1171388	@nikita1197 welll i have many . . .i rly like the cab, stereo skyline and varsity fanclub tho !  go check em out ! xo	4
1091397	@Hollowbabes Haha I feel your pain 	4
1505707	sweet victory  LAL&lt;333	4
1248891	@tibbin: bahahaha! If by a few years u mean after my education and I make my first million (jk) then yes 	4
1549909	Is eating Burger Bites Mmmm! i ate bags of these as a kid.... 	4
845971	@jamie_oliver there's nothing like spending quality time with the family over weekend! 	4
1212698	@truexxfeelings yes you should 	4
1332550	@Kevin_angel Ben's who reviewed Passion Pit??? Done so many updates I'm not sure which one you mean 	4
949044	it really didn't result in anything more than a false proclamation via facebook, of all things LOL, i'm so glad ryan is decent 	4
803028	@pibby the video is perfect! Thanks again, talk to you soon 	4
1012173	@shaundiviney woo, when do we get to see it? im so exited 	4
882130	gave in to temptation &amp; ordered some really cute digi scrapbooking kits from kaymillerdesigns.com in honour of National Scrapbooking Day! 	4
1277797	@squirrelyTONKS Ah. *Grins* What are it's clauses? 	4
1323033	Dear Sun, please do show up at least at around 12 pm today. I'd really love it if you do. Thank you! 	4
